transaction_id,contract_id,client_id,payment_amt,payment_code,transaction_datetime,total_amount_paid_before,avg_amount_per_transaction_before,num_payments_before,num_contracts_before,num_defaults_before,entity_type,entity_year_established,entity_age
8322,927,1,5050.04,PAYMENT,2017-11-22 17:08:16,0.0,0.0,0,0,0,Other Partnership,2006,19
8323,927,1,50.0,PAYMENT,2017-11-22 17:08:16,5050.04,5050.04,1,1,0,Other Partnership,2006,19
8484,927,1,466.67,PAYMENT,2017-11-26 17:08:15,5100.04,2550.02,2,1,0,Other Partnership,2006,19
8485,927,1,66.66,PAYMENT,2017-11-26 17:08:15,5566.71,1855.57,3,1,0,Other Partnership,2006,19
10125,927,1,416.67,PAYMENT,2017-12-21 17:08:22,5633.37,1408.34,4,1,0,Other Partnership,2006,19
10126,927,1,66.66,PAYMENT,2017-12-21 17:08:22,6050.04,1210.01,5,1,0,Other Partnership,2006,19
13777,927,1,416.67,PAYMENT,2018-02-22 17:08:23,6116.7,1019.45,6,1,0,Other Partnership,2006,19
13778,927,1,66.66,PAYMENT,2018-02-22 17:08:23,6533.37,933.34,7,1,0,Other Partnership,2006,19
15697,927,1,416.67,PAYMENT,2018-03-22 17:08:24,6600.03,825.0,8,1,0,Other Partnership,2006,19
15698,927,1,66.66,PAYMENT,2018-03-22 17:08:24,7016.7,779.63,9,1,0,Other Partnership,2006,19
17649,927,1,416.67,PAYMENT,2018-04-22 18:08:31,7083.36,708.34,10,1,0,Other Partnership,2006,19
17650,927,1,66.66,PAYMENT,2018-04-22 18:08:31,7500.03,681.82,11,1,0,Other Partnership,2006,19
20174,927,1,416.67,PAYMENT,2018-05-22 18:08:31,7566.69,630.56,12,1,0,Other Partnership,2006,19
20175,927,1,66.66,PAYMENT,2018-05-22 18:08:31,7983.36,614.1,13,1,0,Other Partnership,2006,19
22767,927,1,416.67,PAYMENT,2018-06-24 18:08:44,8050.02,575.0,14,1,0,Other Partnership,2006,19
22768,927,1,66.66,PAYMENT,2018-06-24 18:08:44,8466.69,564.45,15,1,0,Other Partnership,2006,19
25167,927,1,416.67,PAYMENT,2018-07-22 18:08:07,8533.35,533.33,16,1,0,Other Partnership,2006,19
25168,927,1,66.66,PAYMENT,2018-07-22 18:08:07,8950.02,526.47,17,1,0,Other Partnership,2006,19
19822,1368,2,20050.04,PAYMENT,2018-05-20 18:08:30,0.0,0.0,0,0,0,Australian Private Company,2001,24
19823,1368,2,50.0,PAYMENT,2018-05-20 18:08:30,20050.04,20050.04,1,1,0,Australian Private Company,2001,24
20288,1368,2,1716.67,PAYMENT,2018-05-23 18:08:32,20100.04,10050.02,2,1,0,Australian Private Company,2001,24
20289,1368,2,266.66,PAYMENT,2018-05-23 18:08:32,21816.71,7272.24,3,1,0,Australian Private Company,2001,24
22569,1368,2,1666.67,PAYMENT,2018-06-20 18:08:46,22083.37,5520.84,4,1,0,Australian Private Company,2001,24
22570,1368,2,266.66,PAYMENT,2018-06-20 18:08:46,23750.04,4750.01,5,1,0,Australian Private Company,2001,24
25301,1368,2,1666.67,PAYMENT,2018-07-22 18:08:11,24016.7,4002.78,6,1,0,Australian Private Company,2001,24
25302,1368,2,266.66,PAYMENT,2018-07-22 18:08:11,25683.37,3669.05,7,1,0,Australian Private Company,2001,24
346,27,3,500.0,PAYMENT,2017-07-06 18:08:10,0.0,0.0,0,0,0,Australian Private Company,2002,23
347,27,3,65.0,PAYMENT,2017-07-06 18:08:10,500.0,500.0,1,1,0,Australian Private Company,2002,23
8381,929,3,2050.04,PAYMENT,2017-11-23 17:08:15,565.0,282.5,2,1,0,Australian Private Company,2002,23
8382,929,3,50.0,PAYMENT,2017-11-23 17:08:15,2615.04,871.68,3,2,0,Australian Private Company,2002,23
8452,929,3,216.67,PAYMENT,2017-11-26 17:08:14,2665.04,666.26,4,2,0,Australian Private Company,2002,23
8453,929,3,26.66,PAYMENT,2017-11-26 17:08:14,2881.71,576.34,5,2,0,Australian Private Company,2002,23
10094,929,3,166.67,PAYMENT,2017-12-21 17:08:21,2908.37,484.73,6,2,0,Australian Private Company,2002,23
10095,929,3,26.66,PAYMENT,2017-12-21 17:08:21,3075.04,439.29,7,2,0,Australian Private Company,2002,23
11885,929,3,166.67,PAYMENT,2018-01-23 17:08:20,3101.7,387.71,8,2,0,Australian Private Company,2002,23
11886,929,3,26.66,PAYMENT,2018-01-23 17:08:20,3268.37,363.15,9,2,0,Australian Private Company,2002,23
13835,929,3,166.67,PAYMENT,2018-02-25 17:08:22,3295.03,329.5,10,2,0,Australian Private Company,2002,23
13836,929,3,26.66,PAYMENT,2018-02-25 17:08:22,3461.7,314.7,11,2,0,Australian Private Company,2002,23
15767,929,3,166.67,PAYMENT,2018-03-25 17:08:27,3488.36,290.7,12,2,0,Australian Private Company,2002,23
15768,929,3,26.66,PAYMENT,2018-03-25 17:08:27,3655.03,281.16,13,2,0,Australian Private Company,2002,23
17839,929,3,166.67,PAYMENT,2018-04-23 18:08:28,3681.69,262.98,14,2,0,Australian Private Company,2002,23
17840,929,3,26.66,PAYMENT,2018-04-23 18:08:28,3848.36,256.56,15,2,0,Australian Private Company,2002,23
20240,929,3,166.67,PAYMENT,2018-05-23 18:08:31,3875.02,242.19,16,2,0,Australian Private Company,2002,23
20241,929,3,26.66,PAYMENT,2018-05-23 18:08:31,4041.69,237.75,17,2,0,Australian Private Company,2002,23
22749,929,3,166.67,PAYMENT,2018-06-24 18:08:44,4068.35,226.02,18,2,0,Australian Private Company,2002,23
22750,929,3,26.66,PAYMENT,2018-06-24 18:08:44,4235.02,222.9,19,2,0,Australian Private Company,2002,23
5050,796,4,4049.96,PAYMENT,2017-09-25 18:08:10,0.0,0.0,0,0,0,Australian Private Company,2007,18
5051,796,4,50.0,PAYMENT,2017-09-25 18:08:11,4049.96,4049.96,1,1,0,Australian Private Company,2007,18
5231,796,4,383.33,PAYMENT,2017-09-28 18:08:10,4099.96,2049.98,2,1,0,Australian Private Company,2007,18
5232,796,4,53.33,PAYMENT,2017-09-28 18:08:10,4483.29,1494.43,3,1,0,Australian Private Company,2007,18
6708,796,4,333.33,PAYMENT,2017-10-25 17:08:14,4536.62,1134.16,4,1,0,Australian Private Company,2007,18
6709,796,4,53.33,PAYMENT,2017-10-25 17:08:14,4869.95,973.99,5,1,0,Australian Private Company,2007,18
8456,796,4,333.33,PAYMENT,2017-11-26 17:08:14,4923.28,820.55,6,1,0,Australian Private Company,2007,18
8457,796,4,53.33,PAYMENT,2017-11-26 17:08:14,5256.61,750.94,7,1,0,Australian Private Company,2007,18
10204,796,4,333.33,PAYMENT,2017-12-26 17:08:15,5309.94,663.74,8,1,0,Australian Private Company,2007,18
10205,796,4,53.33,PAYMENT,2017-12-26 17:08:15,5643.27,627.03,9,1,0,Australian Private Company,2007,18
11951,796,4,333.33,PAYMENT,2018-01-24 17:08:21,5696.6,569.66,10,1,0,Australian Private Company,2007,18
11952,796,4,53.33,PAYMENT,2018-01-24 17:08:21,6029.93,548.18,11,1,0,Australian Private Company,2007,18
13845,796,4,333.33,PAYMENT,2018-02-25 17:08:22,6083.26,506.94,12,1,0,Australian Private Company,2007,18
13846,796,4,53.33,PAYMENT,2018-02-25 17:08:22,6416.59,493.58,13,1,0,Australian Private Company,2007,18
15775,796,4,333.33,PAYMENT,2018-03-25 17:08:27,6469.92,462.14,14,1,0,Australian Private Company,2007,18
15776,796,4,53.33,PAYMENT,2018-03-25 17:08:27,6803.25,453.55,15,1,0,Australian Private Company,2007,18
17973,796,4,333.33,PAYMENT,2018-04-25 18:08:30,6856.58,428.54,16,1,0,Australian Private Company,2007,18
17974,796,4,53.33,PAYMENT,2018-04-25 18:08:30,7189.91,422.94,17,1,0,Australian Private Company,2007,18
20417,796,4,333.33,PAYMENT,2018-05-27 18:08:32,7243.24,402.4,18,1,0,Australian Private Company,2007,18
20418,796,4,53.33,PAYMENT,2018-05-27 18:08:32,7576.57,398.77,19,1,0,Australian Private Company,2007,18
22941,796,4,333.33,PAYMENT,2018-06-25 18:08:44,7629.9,381.5,20,1,0,Australian Private Company,2007,18
22942,796,4,53.33,PAYMENT,2018-06-25 18:08:44,7963.23,379.2,21,1,0,Australian Private Company,2007,18
67,543,5,416.67,PAYMENT,2017-07-02 18:08:03,0.0,0.0,0,0,0,Australian Private Company,2007,18
68,543,5,66.66,PAYMENT,2017-07-02 18:08:03,416.67,416.67,1,1,0,Australian Private Company,2007,18
1943,543,5,416.67,PAYMENT,2017-08-01 18:08:46,483.33,241.67,2,1,0,Australian Private Company,2007,18
1944,543,5,66.66,PAYMENT,2017-08-01 18:08:46,900.0,300.0,3,1,0,Australian Private Company,2007,18
3105,543,5,495.0,PAYMENT,2017-08-21 18:09:13,966.66,241.66,4,1,0,Australian Private Company,2007,18
3106,543,5,3750.03,PAYMENT,2017-08-21 18:09:13,1461.66,292.33,5,1,0,Australian Private Company,2007,18
1340,521,6,416.67,PAYMENT,2017-07-23 18:08:32,0.0,0.0,0,0,0,Australian Private Company,2014,11
1341,521,6,66.66,PAYMENT,2017-07-23 18:08:32,416.67,416.67,1,1,0,Australian Private Company,2014,11
3202,521,6,416.67,PAYMENT,2017-08-22 18:09:15,483.33,241.67,2,1,0,Australian Private Company,2014,11
3203,521,6,66.66,PAYMENT,2017-08-22 18:09:15,900.0,300.0,3,1,0,Australian Private Company,2014,11
4931,521,6,416.67,PAYMENT,2017-09-24 18:08:10,966.66,241.66,4,1,0,Australian Private Company,2014,11
4932,521,6,66.66,PAYMENT,2017-09-24 18:08:10,1383.33,276.67,5,1,0,Australian Private Company,2014,11
6456,521,6,416.67,PAYMENT,2017-10-22 17:08:14,1449.99,241.66,6,1,0,Australian Private Company,2014,11
6457,521,6,66.66,PAYMENT,2017-10-22 17:08:14,1866.66,266.67,7,1,0,Australian Private Company,2014,11
8336,521,6,416.67,PAYMENT,2017-11-22 17:08:16,1933.32,241.67,8,1,0,Australian Private Company,2014,11
8337,521,6,66.66,PAYMENT,2017-11-22 17:08:16,2349.99,261.11,9,1,0,Australian Private Company,2014,11
10115,521,6,416.67,PAYMENT,2017-12-21 17:08:21,2416.65,241.67,10,1,0,Australian Private Company,2014,11
10116,521,6,66.66,PAYMENT,2017-12-21 17:08:21,2833.32,257.57,11,1,0,Australian Private Company,2014,11
13769,521,6,416.67,PAYMENT,2018-02-22 17:08:23,2899.98,241.66,12,1,0,Australian Private Company,2014,11
13770,521,6,66.66,PAYMENT,2018-02-22 17:08:23,3316.65,255.13,13,1,0,Australian Private Company,2014,11
15691,521,6,416.67,PAYMENT,2018-03-22 17:08:24,3383.31,241.66,14,1,0,Australian Private Company,2014,11
15692,521,6,66.66,PAYMENT,2018-03-22 17:08:24,3799.98,253.33,15,1,0,Australian Private Company,2014,11
17627,521,6,416.67,PAYMENT,2018-04-22 18:08:31,3866.64,241.67,16,1,0,Australian Private Company,2014,11
17628,521,6,66.66,PAYMENT,2018-04-22 18:08:31,4283.31,251.96,17,1,0,Australian Private Company,2014,11
24387,1596,6,10049.96,PAYMENT,2018-07-12 18:09:17,4349.97,241.67,18,1,0,Australian Private Company,2014,11
24388,1596,6,50.0,PAYMENT,2018-07-12 18:09:17,14399.93,757.89,19,2,0,Australian Private Company,2014,11
24579,1596,6,883.33,PAYMENT,2018-07-15 18:09:21,14449.93,722.5,20,2,0,Australian Private Company,2014,11
24580,1596,6,133.33,PAYMENT,2018-07-15 18:09:21,15333.26,730.16,21,2,0,Australian Private Company,2014,11
6161,836,7,5050.04,PAYMENT,2017-10-16 17:08:14,0.0,0.0,0,0,0,Australian Private Company,2015,10
6162,836,7,50.0,PAYMENT,2017-10-16 17:08:14,5050.04,5050.04,1,1,0,Australian Private Company,2015,10
6374,836,7,466.67,PAYMENT,2017-10-19 17:08:10,5100.04,2550.02,2,1,0,Australian Private Company,2015,10
6375,836,7,66.66,PAYMENT,2017-10-19 17:08:10,5566.71,1855.57,3,1,0,Australian Private Company,2015,10
7939,836,7,416.67,PAYMENT,2017-11-16 17:08:17,5633.37,1408.34,4,1,0,Australian Private Company,2015,10
7940,836,7,66.66,PAYMENT,2017-11-16 17:08:17,6050.04,1210.01,5,1,0,Australian Private Company,2015,10
9647,836,7,416.67,PAYMENT,2017-12-17 17:08:18,6116.7,1019.45,6,1,0,Australian Private Company,2015,10
9648,836,7,66.66,PAYMENT,2017-12-17 17:08:18,6533.37,933.34,7,1,0,Australian Private Company,2015,10
11457,836,7,416.67,PAYMENT,2018-01-16 17:08:19,6600.03,825.0,8,1,0,Australian Private Company,2015,10
11458,836,7,66.66,PAYMENT,2018-01-16 17:08:19,7016.7,779.63,9,1,0,Australian Private Company,2015,10
13366,836,7,416.67,PAYMENT,2018-02-18 17:08:23,7083.36,708.34,10,1,0,Australian Private Company,2015,10
13367,836,7,66.66,PAYMENT,2018-02-18 17:08:23,7500.03,681.82,11,1,0,Australian Private Company,2015,10
13583,836,7,416.67,DEFAULT,2018-02-20 17:08:22,7566.69,630.56,12,1,0,Australian Private Company,2015,10
13584,836,7,66.66,DEFAULT,2018-02-20 17:08:22,7566.69,630.56,12,1,1,Australian Private Company,2015,10
13997,836,7,416.67,PAYMENT,2018-02-26 17:08:22,7566.69,630.56,12,1,2,Australian Private Company,2015,10
13998,836,7,66.66,PAYMENT,2018-02-26 17:08:22,7983.36,614.1,13,1,2,Australian Private Company,2015,10
14161,836,7,416.67,DEFAULT,2018-02-28 17:08:22,8050.02,575.0,14,1,2,Australian Private Company,2015,10
14162,836,7,66.66,DEFAULT,2018-02-28 17:08:22,8050.02,575.0,14,1,3,Australian Private Company,2015,10
14793,836,7,416.67,PAYMENT,2018-03-11 17:08:24,8050.02,575.0,14,1,4,Australian Private Company,2015,10
14794,836,7,66.66,PAYMENT,2018-03-11 17:08:24,8466.69,564.45,15,1,4,Australian Private Company,2015,10
14978,836,7,416.67,DEFAULT,2018-03-13 17:08:22,8533.35,533.33,16,1,4,Australian Private Company,2015,10
14979,836,7,66.66,DEFAULT,2018-03-13 17:08:22,8533.35,533.33,16,1,5,Australian Private Company,2015,10
15128,836,7,50.0,PAYMENT,2018-03-14 17:08:27,8533.35,533.33,16,1,6,Australian Private Company,2015,10
15129,836,7,50.0,PAYMENT,2018-03-14 17:08:27,8583.35,504.9,17,1,6,Australian Private Company,2015,10
15130,836,7,100.0,PAYMENT,2018-03-14 17:08:27,8633.35,479.63,18,1,6,Australian Private Company,2015,10
15230,836,7,50.0,DEFAULT,2018-03-18 17:08:23,8733.35,459.65,19,1,6,Australian Private Company,2015,10
15231,836,7,50.0,DEFAULT,2018-03-18 17:08:23,8733.35,459.65,19,1,7,Australian Private Company,2015,10
15232,836,7,100.0,DEFAULT,2018-03-18 17:08:23,8733.35,459.65,19,1,8,Australian Private Company,2015,10
17934,836,7,3333.35,PAYMENT,2018-04-23 18:08:30,8733.35,459.65,19,1,9,Australian Private Company,2015,10
491,412,8,833.33,PAYMENT,2017-07-09 18:08:13,0.0,0.0,0,0,0,Individual/Sole Trader,1999,26
492,412,8,125.0,PAYMENT,2017-07-09 18:08:13,833.33,833.33,1,1,0,Individual/Sole Trader,1999,26
1116,154,8,1000.0,PAYMENT,2017-07-18 18:08:27,958.33,479.16,2,1,0,Individual/Sole Trader,1999,26
1117,154,8,140.0,PAYMENT,2017-07-18 18:08:27,1958.33,652.78,3,2,0,Individual/Sole Trader,1999,26
2335,412,8,833.33,PAYMENT,2017-08-08 18:08:55,2098.33,524.58,4,2,0,Individual/Sole Trader,1999,26
2336,412,8,125.0,PAYMENT,2017-08-08 18:08:55,2931.66,586.33,5,2,0,Individual/Sole Trader,1999,26
3042,154,8,1000.0,PAYMENT,2017-08-20 18:09:12,3056.66,509.44,6,2,0,Individual/Sole Trader,1999,26
3043,154,8,140.0,PAYMENT,2017-08-20 18:09:12,4056.66,579.52,7,2,0,Individual/Sole Trader,1999,26
3793,737,8,15050.0,PAYMENT,2017-09-04 18:09:29,4196.66,524.58,8,2,0,Individual/Sole Trader,1999,26
3794,737,8,50.0,PAYMENT,2017-09-04 18:09:29,19246.66,2138.52,9,3,0,Individual/Sole Trader,1999,26
3993,737,8,1300.0,PAYMENT,2017-09-07 18:09:34,19296.66,1929.67,10,3,0,Individual/Sole Trader,1999,26
3994,737,8,187.5,PAYMENT,2017-09-07 18:09:34,20596.66,1872.42,11,3,0,Individual/Sole Trader,1999,26
4108,412,8,833.33,PAYMENT,2017-09-10 18:09:37,20784.16,1732.01,12,3,0,Individual/Sole Trader,1999,26
4109,412,8,125.0,PAYMENT,2017-09-10 18:09:37,21617.49,1662.88,13,3,0,Individual/Sole Trader,1999,26
5544,737,8,1250.0,PAYMENT,2017-10-04 17:08:11,21742.49,1553.04,14,3,0,Individual/Sole Trader,1999,26
5545,737,8,187.5,PAYMENT,2017-10-04 17:08:11,22992.49,1532.83,15,3,0,Individual/Sole Trader,1999,26
5708,412,8,833.33,PAYMENT,2017-10-08 17:08:14,23179.99,1448.75,16,3,0,Individual/Sole Trader,1999,26
5709,412,8,125.0,PAYMENT,2017-10-08 17:08:14,24013.32,1412.55,17,3,0,Individual/Sole Trader,1999,26
7267,737,8,1250.0,PAYMENT,2017-11-05 17:08:15,24138.32,1341.02,18,3,0,Individual/Sole Trader,1999,26
7268,737,8,187.5,PAYMENT,2017-11-05 17:08:15,25388.32,1336.23,19,3,0,Individual/Sole Trader,1999,26
7478,412,8,833.33,PAYMENT,2017-11-08 17:08:13,25575.82,1278.79,20,3,0,Individual/Sole Trader,1999,26
7479,412,8,125.0,PAYMENT,2017-11-08 17:08:13,26409.15,1257.58,21,3,0,Individual/Sole Trader,1999,26
8974,737,8,1250.0,PAYMENT,2017-12-04 17:08:17,26534.15,1206.1,22,3,0,Individual/Sole Trader,1999,26
8975,737,8,187.5,PAYMENT,2017-12-04 17:08:17,27784.15,1208.01,23,3,0,Individual/Sole Trader,1999,26
9247,412,8,833.33,PAYMENT,2017-12-10 17:08:17,27971.65,1165.49,24,3,0,Individual/Sole Trader,1999,26
9248,412,8,125.0,PAYMENT,2017-12-10 17:08:17,28804.98,1152.2,25,3,0,Individual/Sole Trader,1999,26
10700,737,8,1250.0,PAYMENT,2018-01-04 17:08:17,28929.98,1112.69,26,3,0,Individual/Sole Trader,1999,26
10701,737,8,187.5,PAYMENT,2018-01-04 17:08:17,30179.98,1117.78,27,3,0,Individual/Sole Trader,1999,26
10906,412,8,833.33,PAYMENT,2018-01-08 17:08:19,30367.48,1084.55,28,3,0,Individual/Sole Trader,1999,26
10907,412,8,125.0,PAYMENT,2018-01-08 17:08:19,31200.81,1075.89,29,3,0,Individual/Sole Trader,1999,26
12471,737,8,1250.0,PAYMENT,2018-02-04 17:08:22,31325.81,1044.19,30,3,0,Individual/Sole Trader,1999,26
12472,737,8,187.5,PAYMENT,2018-02-04 17:08:22,32575.81,1050.83,31,3,0,Individual/Sole Trader,1999,26
12769,412,8,833.33,PAYMENT,2018-02-08 17:08:19,32763.31,1023.85,32,3,0,Individual/Sole Trader,1999,26
12770,412,8,125.0,PAYMENT,2018-02-08 17:08:19,33596.64,1018.08,33,3,0,Individual/Sole Trader,1999,26
14389,737,8,1250.0,PAYMENT,2018-03-04 17:08:28,33721.64,991.81,34,3,0,Individual/Sole Trader,1999,26
14390,737,8,187.5,PAYMENT,2018-03-04 17:08:28,34971.64,999.19,35,3,0,Individual/Sole Trader,1999,26
14508,1139,8,12050.0,PAYMENT,2018-03-06 17:08:21,35159.14,976.64,36,3,0,Individual/Sole Trader,1999,26
14509,1139,8,50.0,PAYMENT,2018-03-06 17:08:21,47209.14,1275.92,37,4,0,Individual/Sole Trader,1999,26
14851,1139,8,1050.0,PAYMENT,2018-03-11 17:08:26,47259.14,1243.66,38,4,0,Individual/Sole Trader,1999,26
14852,1139,8,150.0,PAYMENT,2018-03-11 17:08:26,48309.14,1238.7,39,4,0,Individual/Sole Trader,1999,26
16424,737,8,1250.0,PAYMENT,2018-04-04 18:08:27,48459.14,1211.48,40,4,0,Individual/Sole Trader,1999,26
16425,737,8,187.5,PAYMENT,2018-04-04 18:08:27,49709.14,1212.42,41,4,0,Individual/Sole Trader,1999,26
16655,1139,8,1000.0,PAYMENT,2018-04-08 18:08:29,49896.64,1188.02,42,4,0,Individual/Sole Trader,1999,26
16656,1139,8,150.0,PAYMENT,2018-04-08 18:08:29,50896.64,1183.64,43,4,0,Individual/Sole Trader,1999,26
18887,1139,8,1000.0,PAYMENT,2018-05-07 18:08:33,51046.64,1160.15,44,4,0,Individual/Sole Trader,1999,26
18888,1139,8,150.0,PAYMENT,2018-05-07 18:08:33,52046.64,1156.59,45,4,0,Individual/Sole Trader,1999,26
18893,737,8,1250.0,PAYMENT,2018-05-07 18:08:33,52196.64,1134.71,46,4,0,Individual/Sole Trader,1999,26
18894,737,8,187.5,PAYMENT,2018-05-07 18:08:33,53446.64,1137.16,47,4,0,Individual/Sole Trader,1999,26
21093,737,8,1250.0,PAYMENT,2018-06-04 18:09:09,53634.14,1117.38,48,4,0,Individual/Sole Trader,1999,26
21094,737,8,187.5,PAYMENT,2018-06-04 18:09:09,54884.14,1120.08,49,4,0,Individual/Sole Trader,1999,26
21254,1139,8,1000.0,PAYMENT,2018-06-06 18:09:10,55071.64,1101.43,50,4,0,Individual/Sole Trader,1999,26
21255,1139,8,150.0,PAYMENT,2018-06-06 18:09:10,56071.64,1099.44,51,4,0,Individual/Sole Trader,1999,26
23692,737,8,1250.0,PAYMENT,2018-07-04 18:08:46,56221.64,1081.19,52,4,0,Individual/Sole Trader,1999,26
23693,737,8,187.5,PAYMENT,2018-07-04 18:08:46,57471.64,1084.37,53,4,0,Individual/Sole Trader,1999,26
23977,1139,8,1000.0,PAYMENT,2018-07-08 18:09:21,57659.14,1067.76,54,4,0,Individual/Sole Trader,1999,26
23978,1139,8,150.0,PAYMENT,2018-07-08 18:09:21,58659.14,1066.53,55,4,0,Individual/Sole Trader,1999,26
23320,1539,9,6000.01,PAYMENT,2018-07-01 18:08:46,0.0,0.0,0,0,0,Individual/Sole Trader,2004,21
23321,1539,9,0.01,PAYMENT,2018-07-01 18:08:46,6000.01,6000.01,1,1,0,Individual/Sole Trader,2004,21
23660,1539,9,500.01,PAYMENT,2018-07-04 18:08:46,6000.02,3000.01,2,1,0,Individual/Sole Trader,2004,21
23661,1539,9,19.5,PAYMENT,2018-07-04 18:08:46,6500.03,2166.68,3,1,0,Individual/Sole Trader,2004,21
4895,793,10,20050.04,PAYMENT,2017-09-24 18:08:09,0.0,0.0,0,0,0,Australian Private Company,2000,25
4896,793,10,50.0,PAYMENT,2017-09-24 18:08:09,20050.04,20050.04,1,1,0,Australian Private Company,2000,25
5198,793,10,1716.67,PAYMENT,2017-09-27 18:08:09,20100.04,10050.02,2,1,0,Australian Private Company,2000,25
5199,793,10,266.66,PAYMENT,2017-09-27 18:08:09,21816.71,7272.24,3,1,0,Australian Private Company,2000,25
6682,793,10,1666.67,PAYMENT,2017-10-24 17:08:11,22083.37,5520.84,4,1,0,Australian Private Company,2000,25
6683,793,10,266.66,PAYMENT,2017-10-24 17:08:11,23750.04,4750.01,5,1,0,Australian Private Company,2000,25
8562,793,10,1666.67,PAYMENT,2017-11-26 17:08:17,24016.7,4002.78,6,1,0,Australian Private Company,2000,25
8563,793,10,266.66,PAYMENT,2017-11-26 17:08:17,25683.37,3669.05,7,1,0,Australian Private Company,2000,25
10298,793,10,1666.67,PAYMENT,2017-12-26 17:08:18,25950.03,3243.75,8,1,0,Australian Private Company,2000,25
10299,793,10,266.66,PAYMENT,2017-12-26 17:08:18,27616.7,3068.52,9,1,0,Australian Private Company,2000,25
12015,793,10,1666.67,PAYMENT,2018-01-24 17:08:22,27883.36,2788.34,10,1,0,Australian Private Company,2000,25
12016,793,10,266.66,PAYMENT,2018-01-24 17:08:22,29550.03,2686.37,11,1,0,Australian Private Company,2000,25
13935,793,10,1666.67,PAYMENT,2018-02-25 17:08:25,29816.69,2484.72,12,1,0,Australian Private Company,2000,25
13936,793,10,266.66,PAYMENT,2018-02-25 17:08:25,31483.36,2421.8,13,1,0,Australian Private Company,2000,25
15861,793,10,1666.67,PAYMENT,2018-03-25 17:08:29,31750.02,2267.86,14,1,0,Australian Private Company,2000,25
15862,793,10,266.66,PAYMENT,2018-03-25 17:08:29,33416.69,2227.78,15,1,0,Australian Private Company,2000,25
17905,793,10,1666.67,PAYMENT,2018-04-23 18:08:30,33683.35,2105.21,16,1,0,Australian Private Company,2000,25
17906,793,10,266.66,PAYMENT,2018-04-23 18:08:30,35350.02,2079.41,17,1,0,Australian Private Company,2000,25
20355,793,10,1666.67,PAYMENT,2018-05-24 18:08:33,35616.68,1978.7,18,1,0,Australian Private Company,2000,25
20356,793,10,266.66,PAYMENT,2018-05-24 18:08:33,37283.35,1962.28,19,1,0,Australian Private Company,2000,25
22857,793,10,1666.67,PAYMENT,2018-06-24 18:08:46,37550.01,1877.5,20,1,0,Australian Private Company,2000,25
22858,793,10,266.66,PAYMENT,2018-06-24 18:08:46,39216.68,1867.46,21,1,0,Australian Private Company,2000,25
25531,793,10,1666.67,PAYMENT,2018-07-24 18:08:09,39483.34,1794.7,22,1,0,Australian Private Company,2000,25
25532,793,10,266.66,PAYMENT,2018-07-24 18:08:09,41150.01,1789.13,23,1,0,Australian Private Company,2000,25
1493,220,11,1666.67,PAYMENT,2017-07-24 18:08:36,0.0,0.0,0,0,0,Australian Private Company,1999,26
1494,220,11,199.99,PAYMENT,2017-07-24 18:08:36,1666.67,1666.67,1,1,0,Australian Private Company,1999,26
3333,220,11,1666.67,PAYMENT,2017-08-24 18:09:18,1866.66,933.33,2,1,0,Australian Private Company,1999,26
3334,220,11,199.99,PAYMENT,2017-08-24 18:09:18,3533.33,1177.78,3,1,0,Australian Private Company,1999,26
5008,220,11,1666.67,PAYMENT,2017-09-24 18:08:12,3733.32,933.33,4,1,0,Australian Private Company,1999,26
5009,220,11,199.99,PAYMENT,2017-09-24 18:08:12,5399.99,1080.0,5,1,0,Australian Private Company,1999,26
10025,991,11,24050.0,PAYMENT,2017-12-21 17:08:19,5599.98,933.33,6,1,0,Australian Private Company,1999,26
10026,991,11,50.0,PAYMENT,2017-12-21 17:08:19,29649.98,4235.71,7,2,0,Australian Private Company,1999,26
10314,991,11,2050.0,PAYMENT,2017-12-26 17:08:18,29699.98,3712.5,8,2,0,Australian Private Company,1999,26
10315,991,11,320.0,PAYMENT,2017-12-26 17:08:18,31749.98,3527.78,9,2,0,Australian Private Company,1999,26
11840,991,11,2000.0,PAYMENT,2018-01-21 17:08:23,32069.98,3207.0,10,2,0,Australian Private Company,1999,26
11841,991,11,320.0,PAYMENT,2018-01-21 17:08:23,34069.98,3097.27,11,2,0,Australian Private Company,1999,26
13746,991,11,2000.0,PAYMENT,2018-02-21 17:08:23,34389.98,2865.83,12,2,0,Australian Private Company,1999,26
13747,991,11,320.0,PAYMENT,2018-02-21 17:08:23,36389.98,2799.23,13,2,0,Australian Private Company,1999,26
13815,991,11,2000.0,DEFAULT,2018-02-25 17:08:22,36709.98,2622.14,14,2,0,Australian Private Company,1999,26
13816,991,11,320.0,DEFAULT,2018-02-25 17:08:22,36709.98,2622.14,14,2,1,Australian Private Company,1999,26
14081,991,11,2000.0,PAYMENT,2018-02-27 17:08:24,36709.98,2622.14,14,2,2,Australian Private Company,1999,26
14082,991,11,320.0,PAYMENT,2018-02-27 17:08:24,38709.98,2580.67,15,2,2,Australian Private Company,1999,26
15664,991,11,2000.0,PAYMENT,2018-03-21 17:08:27,39029.98,2439.37,16,2,2,Australian Private Company,1999,26
15665,991,11,320.0,PAYMENT,2018-03-21 17:08:27,41029.98,2413.53,17,2,2,Australian Private Company,1999,26
17787,991,11,2000.0,PAYMENT,2018-04-22 18:08:36,41349.98,2297.22,18,2,2,Australian Private Company,1999,26
